customer_number,Recency,Frequency,Monetary,label
11441,1,52,885.02,Potential Loyal Customers
11454,1,40,1854.65,Champions
11456,0,374,2869.27,At Risk
11461,0,58,626.96,Potential Loyal Customers
11466,2,83,2076.05,Champions
11473,8,42,376.2,Potential Loyal Customers
11475,0,198,4446.8,At Risk
11476,1,119,1473.86,Champions
11481,5,32,550.12,Potential Loyal Customers
11500,0,113,1909.51,Champions
11508,0,54,722.5,Potential Loyal Customers
11509,1,27,340.92,Potential Loyal Customers
11510,0,61,2181.41,Champions
11511,1,82,1654.48,Champions
11520,11,43,752.37,Potential Loyal Customers
11524,1,52,926.4,Potential Loyal Customers
11526,0,94,1034.78,Loyal Customers
11528,0,207,2117.23,At Risk
11530,0,115,3057.17,Champions
11555,0,82,767.01,Loyal Customers
11559,85,13,336.13,Need Attention
11560,1,46,713.41,Potential Loyal Customers
11563,14,71,898.08,Loyal Customers
11565,0,28,156.61,Potential Loyal Customers
11567,12,11,504.75,Potential Loyal Customers
11572,17,9,304.3,Potential Loyal Customers
11579,0,42,1726.49,Champions
11585,8,128,2114.6,Champions
11592,0,118,1793.09,Champions
11596,1,30,520.67,Potential Loyal Customers
11607,13,19,895.64,Potential Loyal Customers
11609,6,81,690.87,Loyal Customers
11610,1,60,279.86,Potential Loyal Customers
11613,2,84,1876.67,Champions
11614,0,62,975.78,Loyal Customers
11615,0,32,470.13,Potential Loyal Customers
11620,0,144,999.17,Loyal Customers
11633,4,34,592.76,Potential Loyal Customers
11634,1,54,698.54,Potential Loyal Customers
11640,0,80,1392.85,Champions
11641,1,132,1296.18,Loyal Customers
11644,32,54,591.68,Promising Customers
11649,6,18,810.44,Potential Loyal Customers
11650,0,193,944.86,At Risk
11651,0,107,1331.31,Champions
11657,0,49,755.43,Potential Loyal Customers
11658,14,35,438,Potential Loyal Customers
11662,0,126,1663.78,Champions
11666,0,68,606.16,Potential Loyal Customers
11669,21,90,1558.16,Champions
11672,1,50,572.67,Potential Loyal Customers
11675,0,81,2871.29,Champions
11676,44,47,1116.3,Promising Customers
11679,0,72,561.84,Potential Loyal Customers
11682,1,39,669.24,Potential Loyal Customers
11695,2,87,691.78,Loyal Customers
11701,59,9,253.93,Promising Customers
11706,0,59,639.24,Potential Loyal Customers
11710,3,36,377.66,Potential Loyal Customers
11724,0,38,583.97,Potential Loyal Customers
11728,15,34,851.67,Potential Loyal Customers
11737,0,183,1723.03,At Risk
11753,3,28,406.99,Potential Loyal Customers
11761,4,75,315.92,Potential Loyal Customers
11769,3,28,205.67,Potential Loyal Customers
11770,9,14,246.22,Potential Loyal Customers
11771,1,77,703.58,Loyal Customers
11777,25,5,7.28,Promising Customers
11784,0,82,826.07,Loyal Customers
11790,9,11,18.36,Potential Loyal Customers
11791,1,58,725.16,Potential Loyal Customers
11796,6,45,371.62,Potential Loyal Customers
11798,3,42,473.99,Potential Loyal Customers
11801,7,49,447.76,Potential Loyal Customers
11803,100,9,140.55,Need Attention
11808,6,18,94.19,Potential Loyal Customers
11816,155,4,71.45,Need Attention
11825,3,16,52.59,Potential Loyal Customers
11830,0,65,330.21,Potential Loyal Customers
11834,153,2,55.02,Need Attention
11835,7,38,567.73,Potential Loyal Customers
11843,0,100,255.63,Loyal Customers
11844,4,19,77.63,Potential Loyal Customers
11845,1,68,762.5,Loyal Customers
11846,25,14,119.31,Promising Customers
11861,0,20,122.8,Potential Loyal Customers
11868,150,5,66.92,Need Attention
11878,8,37,347.77,Potential Loyal Customers
11885,0,266,883.65,At Risk
11886,57,38,448.15,Promising Customers
11889,1,61,420.25,Potential Loyal Customers
11894,58,10,90.46,Promising Customers
11895,43,20,186.22,Promising Customers
11896,0,57,1028.34,Loyal Customers
11905,3,35,232.58,Potential Loyal Customers
11911,0,83,546.41,Loyal Customers
11919,0,44,354.34,Potential Loyal Customers
11926,142,6,72.14,Need Attention
11927,3,35,248.05,Potential Loyal Customers
11936,0,55,352.19,Potential Loyal Customers
11937,2,57,404.05,Potential Loyal Customers
11943,7,9,94.36,Potential Loyal Customers
11951,2,110,325.83,Loyal Customers
11954,10,16,82.99,Potential Loyal Customers
11956,34,13,84.27,Promising Customers
11957,0,37,456.35,Potential Loyal Customers
11960,1,56,253.14,Potential Loyal Customers
11967,0,39,294.23,Potential Loyal Customers
11971,1,33,383.6,Potential Loyal Customers
11974,2,35,447.25,Potential Loyal Customers
11981,6,56,691.95,Potential Loyal Customers
11988,24,14,150.03,Promising Customers
11990,1,42,496.33,Potential Loyal Customers
12000,64,13,184.05,Promising Customers
12008,0,95,825.27,Loyal Customers
12014,3,78,467.31,Loyal Customers
12016,3,102,949.31,Loyal Customers
12019,7,35,514.31,Potential Loyal Customers
12020,0,55,553.04,Potential Loyal Customers
12027,1,45,542.51,Potential Loyal Customers
12031,13,26,451.03,Potential Loyal Customers
12038,0,46,1045.5,Potential Loyal Customers
12043,0,248,1720.76,At Risk
12047,2,65,539.85,Potential Loyal Customers
12055,2,20,1148.8,Potential Loyal Customers
12058,0,35,525.13,Potential Loyal Customers
12075,121,14,140.42,Need Attention
12076,6,29,394.91,Potential Loyal Customers
12077,2,82,862.85,Loyal Customers
12084,1,19,357.22,Potential Loyal Customers
12091,0,44,263.8,Potential Loyal Customers
12095,6,19,283.11,Potential Loyal Customers
12097,0,90,1338.81,Champions
12103,1,33,744.38,Potential Loyal Customers
12110,4,35,501.81,Potential Loyal Customers
12114,10,45,330.44,Potential Loyal Customers
12120,3,80,425.09,Loyal Customers
12128,2,24,317.95,Potential Loyal Customers
12130,4,129,1603.14,Champions
12135,4,41,512.57,Potential Loyal Customers
12137,20,26,288.76,Potential Loyal Customers
12139,1,85,725.94,Loyal Customers
12147,0,21,467.75,Potential Loyal Customers
12149,13,32,403.68,Potential Loyal Customers
12153,0,14,126.42,Potential Loyal Customers
12156,0,129,750.29,Loyal Customers
12158,0,50,422.06,Potential Loyal Customers
12159,1,31,419.68,Potential Loyal Customers
12170,0,163,964.47,Loyal Customers
12171,0,63,684.87,Potential Loyal Customers
12182,0,52,406.72,Potential Loyal Customers
12183,2,95,713.9,Loyal Customers
12188,3,43,677.8,Potential Loyal Customers
12189,56,74,1536.3,Promising Customers
12195,1,35,650.72,Potential Loyal Customers
12198,61,7,68.6,Promising Customers
12201,147,2,70.16,Need Attention
12202,2,31,422.38,Potential Loyal Customers
12212,0,107,474.61,Loyal Customers
12215,9,50,342.67,Potential Loyal Customers
12218,7,85,768.51,Loyal Customers
12221,4,48,1196.73,Champions
12227,7,60,724.39,Potential Loyal Customers
12230,0,95,1636.5,Champions
12234,15,7,90.61,Potential Loyal Customers
12237,1,106,346.04,Loyal Customers
12245,4,20,207.67,Potential Loyal Customers
12264,6,14,410.87,Potential Loyal Customers
12266,86,20,157.94,Need Attention
12269,0,54,896.7,Potential Loyal Customers
12271,0,28,1095.57,Potential Loyal Customers
12276,1,197,1775.63,At Risk
12277,7,18,627.75,Potential Loyal Customers
12286,15,60,414.43,Potential Loyal Customers
12310,17,45,515.2,Potential Loyal Customers
12323,7,45,666.31,Potential Loyal Customers
12329,0,238,1035,At Risk
12331,4,59,618.93,Potential Loyal Customers
12338,1,26,534.17,Potential Loyal Customers
12339,3,66,445.25,Potential Loyal Customers
12344,0,36,725.77,Potential Loyal Customers
12345,39,7,115.1,Promising Customers
12346,6,21,997.04,Potential Loyal Customers
12356,122,8,87,Need Attention
12357,0,39,1583.09,Champions
12360,9,37,429.56,Potential Loyal Customers
12361,0,46,339.21,Potential Loyal Customers
12363,0,63,269,Potential Loyal Customers
12372,1,70,696.42,Loyal Customers
12379,10,24,609.36,Potential Loyal Customers
12391,1,81,504.16,Loyal Customers
12393,32,41,959.59,Promising Customers
12394,1,23,338.46,Potential Loyal Customers
12398,3,28,455.7,Potential Loyal Customers
12401,4,42,558.16,Potential Loyal Customers
12409,0,42,258.24,Potential Loyal Customers
12412,0,34,495.06,Potential Loyal Customers
12419,0,80,376.53,Loyal Customers
12422,7,27,557.3,Potential Loyal Customers
12432,7,75,1000.86,Loyal Customers
12434,0,86,731.09,Loyal Customers
12437,9,15,523.1,Potential Loyal Customers
12440,6,28,359.26,Potential Loyal Customers
12443,2,35,401.4,Potential Loyal Customers
12450,4,83,573.15,Loyal Customers
12452,2,39,759.27,Potential Loyal Customers
12453,101,38,329.53,Need Attention
12467,1,25,80.58,Potential Loyal Customers
12473,8,10,418.61,Potential Loyal Customers
12474,2,30,241.89,Potential Loyal Customers
12476,5,40,616.57,Potential Loyal Customers
12480,134,9,558.2,Need Attention
12482,1,44,414.47,Potential Loyal Customers
12483,1,12,285.57,Potential Loyal Customers
12485,8,26,533.74,Potential Loyal Customers
12489,0,149,713.64,Loyal Customers
12490,11,17,190.77,Potential Loyal Customers
12508,3,46,322.98,Potential Loyal Customers
12510,2,26,342.82,Potential Loyal Customers
12511,1,57,397.94,Potential Loyal Customers
12517,2,47,505.22,Potential Loyal Customers
12520,1,77,312.17,Potential Loyal Customers
12522,7,23,446.11,Potential Loyal Customers
12523,0,50,943.12,Potential Loyal Customers
12530,7,14,928.01,Potential Loyal Customers
12537,2,57,609.98,Potential Loyal Customers
12538,2,27,193.48,Potential Loyal Customers
12541,6,82,800.43,Loyal Customers
12545,0,146,1558.85,At Risk
12548,16,19,634.35,Potential Loyal Customers
12550,0,26,459.48,Potential Loyal Customers
12557,3,67,1852.91,Champions
12562,25,7,183.27,Promising Customers
12563,8,18,251.01,Potential Loyal Customers
12569,3,38,1429.72,Champions
12570,10,20,701.7,Potential Loyal Customers
12573,7,12,315.77,Potential Loyal Customers
12574,1,80,777.49,Loyal Customers
12576,1,43,248.98,Potential Loyal Customers
12596,0,34,404.9,Potential Loyal Customers
12598,1,56,620.03,Potential Loyal Customers
12606,2,71,623.55,Loyal Customers
12611,1,94,512.6,Loyal Customers
12613,2,57,346.9,Potential Loyal Customers
12616,2,43,446.74,Potential Loyal Customers
12618,10,22,839.88,Potential Loyal Customers
12628,0,57,819.58,Potential Loyal Customers
12635,1,34,770.97,Potential Loyal Customers
12640,8,28,354.48,Potential Loyal Customers
12641,15,56,1007.27,Potential Loyal Customers
12644,2,26,339.94,Potential Loyal Customers
12647,2,72,684.57,Loyal Customers
12650,149,7,131.78,Need Attention
12657,36,9,439.4,Promising Customers
12668,13,56,1310.12,Champions
12675,64,13,206.65,Promising Customers
12682,0,41,753.6,Potential Loyal Customers
12687,3,132,1218.95,Loyal Customers
12693,51,107,655.87,Promising Customers
12703,7,57,762.04,Potential Loyal Customers
12705,3,21,1078.31,Potential Loyal Customers
12707,4,21,271.63,Potential Loyal Customers
12711,16,50,390.5,Potential Loyal Customers
12719,0,27,1120.64,Potential Loyal Customers
12721,34,13,162.69,Promising Customers
12731,2,45,375.7,Potential Loyal Customers
12733,3,56,550.72,Potential Loyal Customers
12735,1,72,452.87,Potential Loyal Customers
12738,0,59,573.47,Potential Loyal Customers
12739,3,51,418.04,Potential Loyal Customers
12744,0,44,1397.35,Champions
12746,7,80,463.96,Loyal Customers
12753,82,56,638.39,Need Attention
12766,0,56,387.99,Potential Loyal Customers
12771,1,87,335.36,Loyal Customers
12778,3,24,435.38,Potential Loyal Customers
12792,1,37,512.1,Potential Loyal Customers
12796,2,12,1831.46,Champions
12798,14,13,252.79,Potential Loyal Customers
12800,6,53,975.56,Potential Loyal Customers
12816,7,37,647.56,Potential Loyal Customers
12825,27,30,260.97,Promising Customers
12828,1,98,525.82,Loyal Customers
12829,0,54,389.22,Potential Loyal Customers
12831,7,25,368.67,Potential Loyal Customers
12834,10,31,1520.59,Champions
12838,6,38,763.13,Potential Loyal Customers
12844,1,49,415.59,Potential Loyal Customers
12846,1,71,755.16,Loyal Customers
12847,29,10,96.75,Promising Customers
12852,13,18,173.93,Potential Loyal Customers
12855,0,28,862.26,Potential Loyal Customers
12861,6,26,808.05,Potential Loyal Customers
12862,73,5,233.39,Promising Customers
12863,33,8,268.23,Promising Customers
12865,0,30,732.67,Potential Loyal Customers
12872,109,12,122.16,Need Attention
12874,73,21,569.38,Promising Customers
12875,6,20,249.86,Potential Loyal Customers
12883,40,7,195.46,Promising Customers
12886,0,45,652.69,Potential Loyal Customers
12889,25,10,281.26,Promising Customers
12901,2,72,484.72,Potential Loyal Customers
12915,10,24,558.1,Potential Loyal Customers
12917,4,59,518.08,Potential Loyal Customers
12920,18,17,251.8,Potential Loyal Customers
12922,19,23,343.15,Potential Loyal Customers
12925,8,30,806.35,Potential Loyal Customers
12930,0,122,641.05,Loyal Customers
12934,5,38,252.59,Potential Loyal Customers
12935,4,35,498.16,Potential Loyal Customers
12945,3,28,352.41,Potential Loyal Customers
12946,1,73,1145.1,Loyal Customers
12950,48,7,146.27,Promising Customers
12964,11,7,226.84,Potential Loyal Customers
12968,1,50,521.76,Potential Loyal Customers
12969,21,7,200.65,Promising Customers
12973,2,45,814.1,Potential Loyal Customers
12978,2,35,907.16,Potential Loyal Customers
12981,15,86,1029.29,Loyal Customers
12993,1,42,557.86,Potential Loyal Customers
13002,1,78,309.81,Potential Loyal Customers
13006,10,26,828.42,Potential Loyal Customers
13017,164,1,63.75,Need Attention
13029,0,70,814.88,Loyal Customers
13031,24,21,499.91,Promising Customers
13034,4,24,563.65,Potential Loyal Customers
13038,115,8,166.83,Need Attention
13041,0,89,697.47,Loyal Customers
13047,0,50,291.87,Potential Loyal Customers
13048,141,14,154.6,Need Attention
13056,0,72,752.16,Loyal Customers
13057,0,145,735.37,Loyal Customers
13060,0,98,775.43,Loyal Customers
13069,96,7,186.76,Need Attention
13072,0,53,641.32,Potential Loyal Customers
13086,3,49,700.93,Potential Loyal Customers
13090,2,54,875.39,Potential Loyal Customers
13095,7,47,655.9,Potential Loyal Customers
13099,3,21,138.29,Potential Loyal Customers
13101,0,80,403.56,Loyal Customers
13109,2,28,1072.74,Potential Loyal Customers
13111,3,17,415.13,Potential Loyal Customers
13118,0,127,886.6,Loyal Customers
13122,3,41,814.74,Potential Loyal Customers
13131,1,72,1011.82,Loyal Customers
13138,1,26,359.07,Potential Loyal Customers
13143,0,83,492.18,Loyal Customers
13147,0,62,552.8,Potential Loyal Customers
13148,0,126,809.69,Loyal Customers
13161,2,23,478.75,Potential Loyal Customers
13165,1,81,1005.3,Loyal Customers
13166,3,54,924.89,Potential Loyal Customers
13169,6,39,234.18,Potential Loyal Customers
13181,42,45,558.32,Promising Customers
13182,118,42,272.47,Need Attention
13188,11,18,671.14,Potential Loyal Customers
13189,1,27,739.38,Potential Loyal Customers
13201,1,95,792.69,Loyal Customers
13205,1,123,839.54,Loyal Customers
13206,0,137,656.31,Loyal Customers
13210,24,9,417.82,Promising Customers
13211,1,58,722.22,Potential Loyal Customers
13218,1,24,786.92,Potential Loyal Customers
13227,0,17,414.08,Potential Loyal Customers
13238,10,38,1016.46,Potential Loyal Customers
13250,0,57,246.31,Potential Loyal Customers
13253,58,5,208.42,Promising Customers
13254,163,4,57.27,Need Attention
13266,6,33,1099.13,Potential Loyal Customers
13268,6,33,517.75,Potential Loyal Customers
13270,1,77,527.65,Loyal Customers
13274,18,22,167.84,Potential Loyal Customers
13275,2,29,350.8,Potential Loyal Customers
13277,5,25,768.22,Potential Loyal Customers
13281,23,10,243.59,Promising Customers
13301,6,28,531.11,Potential Loyal Customers
13307,0,42,547.13,Potential Loyal Customers
13316,0,80,503.62,Loyal Customers
13323,18,10,539.71,Potential Loyal Customers
13334,0,106,1831.24,Champions
13339,2,32,1079.88,Potential Loyal Customers
13340,132,8,453.38,Need Attention
13366,2,37,773.8,Potential Loyal Customers
13367,13,34,368.53,Potential Loyal Customers
13368,2,39,398.76,Potential Loyal Customers
13370,5,9,202.31,Potential Loyal Customers
13374,0,93,472.4,Loyal Customers
13376,4,66,494.28,Potential Loyal Customers
13378,0,110,472.06,Loyal Customers
13380,5,15,262.89,Potential Loyal Customers
13391,2,66,872.77,Loyal Customers
13394,0,59,569.49,Potential Loyal Customers
13397,1,27,922.2,Potential Loyal Customers
13405,4,29,265.18,Potential Loyal Customers
13409,16,50,1888.64,Champions
13412,30,129,932.08,Loyal Customers
13419,2,14,176.82,Potential Loyal Customers
13420,3,37,596.99,Potential Loyal Customers
13427,2,26,509.91,Potential Loyal Customers
13429,2,112,530.95,Loyal Customers
13431,1,170,1061.25,Loyal Customers
13432,7,42,236.46,Potential Loyal Customers
13441,2,72,1152.18,Loyal Customers
13449,55,14,189.09,Promising Customers
13454,0,45,738.58,Potential Loyal Customers
13456,0,24,899.63,Potential Loyal Customers
13468,11,15,220.29,Potential Loyal Customers
13470,2,52,635.9,Potential Loyal Customers
13476,32,19,170.56,Promising Customers
13502,3,10,405.73,Potential Loyal Customers
13504,3,131,1267.86,Loyal Customers
13508,3,26,905.22,Potential Loyal Customers
13517,1,28,461.39,Potential Loyal Customers
13531,3,20,258.53,Potential Loyal Customers
13535,35,17,183.91,Promising Customers
13536,6,25,413.01,Potential Loyal Customers
13537,3,40,496.64,Potential Loyal Customers
13545,23,10,39.68,Promising Customers
13550,2,46,528.72,Potential Loyal Customers
13551,0,10,103.24,Potential Loyal Customers
13564,37,24,233.66,Promising Customers
13572,0,129,1294,Loyal Customers
13580,0,83,614.94,Loyal Customers
13588,8,33,325.68,Potential Loyal Customers
13600,1,30,380.52,Potential Loyal Customers
13601,1,74,1333.94,Champions
13605,61,20,329.74,Promising Customers
13606,0,82,599.77,Loyal Customers
13607,0,96,618.34,Loyal Customers
13618,5,31,1188.9,Potential Loyal Customers
13634,0,116,1262.48,Loyal Customers
13637,0,65,563.07,Potential Loyal Customers
13639,1,136,1912.55,At Risk
13655,0,26,1092.24,Potential Loyal Customers
13659,20,39,305.9,Potential Loyal Customers
13667,0,20,305.22,Potential Loyal Customers
13682,0,25,875.34,Potential Loyal Customers
13684,9,87,640.71,Loyal Customers
13694,0,23,321.06,Potential Loyal Customers
13695,6,9,336.58,Potential Loyal Customers
13696,3,24,469.05,Potential Loyal Customers
13698,1,19,371.01,Potential Loyal Customers
13699,6,57,1310.11,Champions
13700,0,129,657.35,Loyal Customers
13710,0,53,492.46,Potential Loyal Customers
13713,3,48,617.87,Potential Loyal Customers
13718,11,41,518.26,Potential Loyal Customers
13723,0,80,735.07,Loyal Customers
13726,1,27,324.12,Potential Loyal Customers
13727,1,28,1212.26,Potential Loyal Customers
13730,1,80,853.4,Loyal Customers
13736,6,41,612.92,Potential Loyal Customers
13737,36,13,243.2,Promising Customers
13739,32,7,248.51,Promising Customers
13745,0,203,872.73,At Risk
13757,54,39,755.75,Promising Customers
13775,3,17,308.48,Potential Loyal Customers
13776,0,64,549.92,Potential Loyal Customers
13793,1,249,6588.65,At Risk
13801,7,56,1084.73,Loyal Customers
13804,0,31,1249.49,Champions
13806,0,108,1135.42,Loyal Customers
13807,21,30,197.89,Potential Loyal Customers
13826,0,29,364.39,Potential Loyal Customers
13849,15,12,493.59,Potential Loyal Customers
13850,3,56,389.15,Potential Loyal Customers
13852,11,7,422.18,Potential Loyal Customers
13868,6,15,555.66,Potential Loyal Customers
13874,24,6,129.77,Promising Customers
13879,1,96,607.71,Loyal Customers
13888,1,40,609.18,Potential Loyal Customers
13889,1,60,665.59,Potential Loyal Customers
13895,94,10,102.54,Need Attention
13900,0,71,683.79,Loyal Customers
13903,5,85,371.91,Loyal Customers
13906,5,26,296.06,Potential Loyal Customers
13908,1,67,914.84,Loyal Customers
13913,13,110,1096.33,Loyal Customers
13921,1,14,605.85,Potential Loyal Customers
13925,4,59,1208.38,Champions
13928,4,42,455.88,Potential Loyal Customers
13932,0,100,812.3,Loyal Customers
13935,15,22,444.97,Potential Loyal Customers
13936,1,41,596.74,Potential Loyal Customers
13939,30,45,308.61,Promising Customers
13946,6,78,1001.8,Loyal Customers
13962,9,112,675.57,Loyal Customers
13967,2,23,117.51,Potential Loyal Customers
13969,2,22,552.72,Potential Loyal Customers
13972,0,63,416.93,Potential Loyal Customers
13975,1,35,569.53,Potential Loyal Customers
13981,6,58,811.56,Potential Loyal Customers
13985,4,49,331.51,Potential Loyal Customers
13995,2,41,530.4,Potential Loyal Customers
14000,0,94,333.82,Loyal Customers
14011,2,26,332.19,Potential Loyal Customers
14014,1,35,1515.44,Champions
14021,11,30,429.77,Potential Loyal Customers
14027,6,44,753.01,Potential Loyal Customers
14037,51,4,187.76,Promising Customers
14051,2,33,458.25,Potential Loyal Customers
14057,4,49,523.58,Potential Loyal Customers
14060,3,32,519.13,Potential Loyal Customers
14085,2,53,507.95,Potential Loyal Customers
14086,7,28,477.89,Potential Loyal Customers
14095,23,93,776.82,Loyal Customers
14096,2,13,550.12,Potential Loyal Customers
14104,3,26,894.12,Potential Loyal Customers
14105,0,40,731.87,Potential Loyal Customers
14111,0,23,353.87,Potential Loyal Customers
14122,1,22,1061.92,Potential Loyal Customers
14127,11,28,586.55,Potential Loyal Customers
14130,1,145,1605.71,At Risk
14132,0,85,1378.47,Champions
14135,1,25,248.55,Potential Loyal Customers
14138,49,10,315,Promising Customers
14139,3,52,544.4,Potential Loyal Customers
14144,8,36,612.06,Potential Loyal Customers
14146,0,91,711.19,Loyal Customers
14148,148,1,48.83,Need Attention
14154,1,27,517.87,Potential Loyal Customers
14159,0,16,414.7,Potential Loyal Customers
14177,0,75,1394.31,Champions
14183,0,55,435.14,Potential Loyal Customers
14192,2,96,619.61,Loyal Customers
14196,1,29,680.71,Potential Loyal Customers
14197,5,40,360.23,Potential Loyal Customers
14203,0,82,758.41,Loyal Customers
14213,0,52,768.64,Potential Loyal Customers
14216,0,63,788.58,Potential Loyal Customers
14219,1,77,524.63,Loyal Customers
14221,6,27,933.25,Potential Loyal Customers
14233,1,32,693.21,Potential Loyal Customers
14239,0,15,287.19,Potential Loyal Customers
14240,2,33,481.28,Potential Loyal Customers
14251,2,46,634.3,Potential Loyal Customers
14253,0,76,1492.15,Champions
14257,2,26,898.35,Potential Loyal Customers
14260,85,11,386.73,Need Attention
14279,0,8,298.45,Potential Loyal Customers
14282,6,24,1405.01,Champions
14283,3,25,430.87,Potential Loyal Customers
14297,0,42,893.54,Potential Loyal Customers
14302,2,20,236.17,Potential Loyal Customers
14309,1,95,600.58,Loyal Customers
14326,1,78,637.94,Loyal Customers
14329,0,156,563.62,Loyal Customers
14335,2,46,758.66,Potential Loyal Customers
14343,0,23,180.36,Potential Loyal Customers
14351,3,38,530.47,Potential Loyal Customers
14353,0,27,651.69,Potential Loyal Customers
14361,0,185,700.84,Loyal Customers
14375,7,19,145,Potential Loyal Customers
14377,3,64,320.44,Potential Loyal Customers
14381,16,140,622.77,Loyal Customers
14389,17,53,421.18,Potential Loyal Customers
14398,7,33,234.89,Potential Loyal Customers
14407,3,15,199.02,Potential Loyal Customers
14409,3,28,689.8,Potential Loyal Customers
14412,96,14,193.27,Need Attention
14427,6,38,766.43,Potential Loyal Customers
14428,2,29,541.97,Potential Loyal Customers
14442,6,30,607.05,Potential Loyal Customers
14444,0,58,622.47,Potential Loyal Customers
14445,57,9,250.02,Promising Customers
14446,1,58,527.07,Potential Loyal Customers
14459,3,48,473.88,Potential Loyal Customers
14464,1,32,250.08,Potential Loyal Customers
14481,2,34,455.27,Potential Loyal Customers
14495,0,49,372.52,Potential Loyal Customers
14496,4,25,177.96,Potential Loyal Customers
14500,0,165,496.49,Loyal Customers
14503,2,40,476.13,Potential Loyal Customers
14506,5,58,202.12,Potential Loyal Customers
14515,3,85,294.38,Loyal Customers
14528,0,179,890.51,Loyal Customers
14538,7,98,570.24,Loyal Customers
14539,0,80,1776.97,Champions
14543,0,171,1065.5,Loyal Customers
14545,3,31,387.27,Potential Loyal Customers
14549,4,11,164.72,Potential Loyal Customers
14554,134,9,103.57,Need Attention
14555,0,86,1339.34,Champions
14556,1,70,875.72,Loyal Customers
14559,1,59,718.39,Potential Loyal Customers
14566,2,32,873.58,Potential Loyal Customers
14568,1,8,274.31,Potential Loyal Customers
14573,3,41,679.88,Potential Loyal Customers
14575,67,6,73.65,Promising Customers
14577,2,87,530.93,Loyal Customers
14586,1,118,363.32,Loyal Customers
14595,0,32,227.4,Potential Loyal Customers
14597,15,8,102.38,Potential Loyal Customers
14610,0,19,200.17,Potential Loyal Customers
14612,2,123,1750.51,Champions
14613,2,33,281.07,Potential Loyal Customers
14620,0,92,822.91,Loyal Customers
14621,7,90,524.45,Loyal Customers
14633,1,48,504.1,Potential Loyal Customers
14635,2,12,473.13,Potential Loyal Customers
14656,13,30,156.28,Potential Loyal Customers
14663,0,65,351.75,Potential Loyal Customers
14666,3,25,1021.99,Potential Loyal Customers
14668,0,50,606.26,Potential Loyal Customers
14670,0,42,238.94,Potential Loyal Customers
14671,0,30,1062.25,Potential Loyal Customers
14674,1,43,646.21,Potential Loyal Customers
14678,30,7,113.96,Promising Customers
14680,3,38,584.22,Potential Loyal Customers
14695,0,70,555.59,Potential Loyal Customers
14700,3,48,949.22,Potential Loyal Customers
14706,0,21,299.32,Potential Loyal Customers
14711,2,22,856.86,Potential Loyal Customers
14713,2,39,493.24,Potential Loyal Customers
14716,9,35,581.98,Potential Loyal Customers
14719,0,172,1288.26,At Risk
14723,0,23,355.92,Potential Loyal Customers
14727,61,11,109.47,Promising Customers
14728,0,117,714.14,Loyal Customers
14734,44,90,663.45,Promising Customers
14737,0,163,1555.35,At Risk
14741,1,35,235.87,Potential Loyal Customers
14761,0,100,348.71,Loyal Customers
14768,0,47,428.16,Potential Loyal Customers
14770,0,86,755.1,Loyal Customers
14778,2,61,299.82,Potential Loyal Customers
14780,30,13,164.6,Promising Customers
14782,7,104,742.54,Loyal Customers
14784,14,43,316.76,Potential Loyal Customers
14790,7,12,482.31,Potential Loyal Customers
14797,1,148,1208.66,Loyal Customers
14801,1,52,777.13,Potential Loyal Customers
14805,4,45,443.35,Potential Loyal Customers
14806,2,77,547.32,Loyal Customers
14817,6,60,470.43,Potential Loyal Customers
14819,34,28,137.27,Promising Customers
14825,1,57,827.18,Potential Loyal Customers
14828,0,6,370.98,Potential Loyal Customers
14834,2,40,371.17,Potential Loyal Customers
14837,18,29,697.34,Potential Loyal Customers
14839,108,16,228.63,Need Attention
14846,0,105,1344.52,Champions
14848,1,63,646.88,Potential Loyal Customers
14866,1,41,463.64,Potential Loyal Customers
14870,0,54,477.8,Potential Loyal Customers
14871,118,13,111.76,Need Attention
14872,38,10,245.51,Promising Customers
14880,0,78,691.53,Loyal Customers
14881,6,30,320.11,Potential Loyal Customers
14885,37,13,93.1,Promising Customers
14887,29,13,372.57,Promising Customers
14891,7,35,591.2,Potential Loyal Customers
14893,0,156,1426.47,At Risk
14907,6,56,407.03,Potential Loyal Customers
14909,53,9,92.16,Promising Customers
14910,6,26,384.97,Potential Loyal Customers
14920,6,7,80.14,Potential Loyal Customers
14922,55,3,129.85,Promising Customers
14931,0,116,890.19,Loyal Customers
14932,2,50,766.66,Potential Loyal Customers
14951,2,43,719.15,Potential Loyal Customers
14962,0,20,300.24,Potential Loyal Customers
14963,0,35,264.19,Potential Loyal Customers
14967,0,180,2000.22,At Risk
14974,0,50,399.03,Potential Loyal Customers
14976,2,52,506.23,Potential Loyal Customers
14979,16,15,192.58,Potential Loyal Customers
14982,0,49,200.68,Potential Loyal Customers
14984,11,33,202.74,Potential Loyal Customers
14995,7,51,559.3,Potential Loyal Customers
14998,5,35,218.99,Potential Loyal Customers
14999,0,62,699.67,Potential Loyal Customers
15003,42,105,491.95,Promising Customers
15016,1,9,174.6,Potential Loyal Customers
15018,6,57,420.15,Potential Loyal Customers
15019,41,12,275,Promising Customers
15022,3,42,2407.45,Champions
15024,2,47,656.84,Potential Loyal Customers
15035,3,21,317.73,Potential Loyal Customers
15059,5,29,379.94,Potential Loyal Customers
15068,4,86,642.16,Loyal Customers
15070,1,20,558.65,Potential Loyal Customers
15076,0,116,817.12,Loyal Customers
