customer_number,Recency,Frequency,Monetary,label
3728,1,51,1104.1,Potential Loyal Customers
3730,7,24,637.1,Potential Loyal Customers
3733,6,82,1312.99,Champions
3740,0,53,522.89,Potential Loyal Customers
3741,30,18,268.74,Promising Customers
3745,1,73,560.97,Loyal Customers
3756,0,138,841.45,Loyal Customers
3759,31,28,338.2,Promising Customers
3760,141,7,65.31,Need Attention
3763,0,77,1318.69,Champions
3780,3,17,753.11,Potential Loyal Customers
3781,1,83,456.02,Loyal Customers
3789,2,44,706.33,Potential Loyal Customers
3798,0,101,580.71,Loyal Customers
3817,0,122,1435.13,Champions
3818,8,61,310.46,Potential Loyal Customers
3819,3,74,706.94,Loyal Customers
3820,0,46,561.36,Potential Loyal Customers
3830,0,361,1514,At Risk
3838,11,87,467.16,Loyal Customers
3839,0,107,962.99,Loyal Customers
3843,1,54,708.8,Potential Loyal Customers
3844,3,29,693.94,Potential Loyal Customers
3845,0,43,304,Potential Loyal Customers
3848,0,147,1510.16,At Risk
3855,2,34,379.85,Potential Loyal Customers
3865,0,143,923.37,Loyal Customers
3870,20,22,207.25,Potential Loyal Customers
3877,10,29,328.9,Potential Loyal Customers
3881,2,39,466.07,Potential Loyal Customers
3887,0,115,806.97,Loyal Customers
3892,0,140,1161.85,Loyal Customers
3893,0,193,744.33,Loyal Customers
3902,2,39,457.41,Potential Loyal Customers
3940,20,24,208.93,Potential Loyal Customers
3945,2,131,1434.76,Champions
3947,0,110,1062.33,Loyal Customers
3949,0,81,946.69,Loyal Customers
3953,3,100,472.1,Loyal Customers
3961,2,79,1957.82,Champions
3967,20,24,229.34,Potential Loyal Customers
3968,7,27,270.42,Potential Loyal Customers
3973,3,15,316.6,Potential Loyal Customers
3978,1,150,962.44,Loyal Customers
3990,1,71,679.86,Loyal Customers
3997,29,48,677.43,Promising Customers
4005,2,23,617,Potential Loyal Customers
4006,14,20,223.9,Potential Loyal Customers
4020,0,19,380.33,Potential Loyal Customers
4024,1,14,225.69,Potential Loyal Customers
4025,0,60,618.19,Potential Loyal Customers
4028,2,66,540.47,Potential Loyal Customers
4030,0,103,616.6,Loyal Customers
4035,107,23,451.81,Need Attention
4042,1,33,370.11,Potential Loyal Customers
4044,0,126,499.76,Loyal Customers
4045,1,23,1123.24,Potential Loyal Customers
4047,2,178,1318.51,At Risk
4051,11,20,468.61,Potential Loyal Customers
4053,0,50,764.75,Potential Loyal Customers
4063,2,148,1371.35,At Risk
4066,8,28,260.56,Potential Loyal Customers
4069,2,53,592.48,Potential Loyal Customers
4070,0,88,947.53,Loyal Customers
4073,0,87,874.03,Loyal Customers
4075,1,74,620.61,Loyal Customers
4079,0,150,1898.04,At Risk
4082,21,14,244.61,Potential Loyal Customers
4083,0,101,603.63,Loyal Customers
4084,6,26,289.13,Potential Loyal Customers
4086,1,30,511.97,Potential Loyal Customers
4098,14,17,470.53,Potential Loyal Customers
4109,1,65,952.25,Loyal Customers
4118,1,51,312.37,Potential Loyal Customers
4134,0,68,853.01,Loyal Customers
4135,2,38,384.7,Potential Loyal Customers
4140,3,102,1178.34,Loyal Customers
4149,10,38,768.24,Potential Loyal Customers
4151,0,82,679.82,Loyal Customers
4158,2,67,700.4,Potential Loyal Customers
4163,0,171,879.88,Loyal Customers
4166,0,57,611.96,Potential Loyal Customers
4173,15,18,86.64,Potential Loyal Customers
4176,0,35,412.95,Potential Loyal Customers
4187,3,30,745.67,Potential Loyal Customers
4188,0,89,422.43,Loyal Customers
4193,0,98,1388.02,Champions
4207,2,124,698.14,Loyal Customers
4219,0,167,778.46,Loyal Customers
4231,6,34,561.46,Potential Loyal Customers
4232,0,82,963.43,Loyal Customers
4235,6,24,609.01,Potential Loyal Customers
4238,0,93,798.42,Loyal Customers
4242,5,53,385.56,Potential Loyal Customers
4243,11,21,930.64,Potential Loyal Customers
4245,0,240,1297.45,At Risk
4254,0,58,287.13,Potential Loyal Customers
4257,0,30,381.08,Potential Loyal Customers
4258,6,79,998.11,Loyal Customers
4268,7,25,477.41,Potential Loyal Customers
4278,3,40,488.96,Potential Loyal Customers
4279,1,36,352.42,Potential Loyal Customers
4280,2,81,460.28,Loyal Customers
4285,2,97,387.96,Loyal Customers
4290,1,93,981.13,Loyal Customers
4294,3,82,1250.6,Champions
4300,0,143,1470.69,At Risk
4305,3,40,287.39,Potential Loyal Customers
4307,3,99,2302.66,Champions
4323,0,64,1063.9,Loyal Customers
4338,6,48,540.25,Potential Loyal Customers
4339,0,52,1279.81,Champions
4348,11,32,486.88,Potential Loyal Customers
4351,1,75,472.62,Potential Loyal Customers
4354,2,54,1146.03,Champions
4355,2,27,574.75,Potential Loyal Customers
4361,3,96,506.03,Loyal Customers
4365,0,107,716.1,Loyal Customers
4368,0,206,2418.94,At Risk
4376,1,19,425.71,Potential Loyal Customers
4378,0,55,573.93,Potential Loyal Customers
4383,0,198,1032.47,At Risk
4384,1,87,1026.44,Loyal Customers
4391,18,37,972.7,Potential Loyal Customers
4407,0,44,434.31,Potential Loyal Customers
4411,1,97,614.91,Loyal Customers
4416,0,95,801.88,Loyal Customers
4421,0,105,1364.68,Champions
4423,0,155,620.95,Loyal Customers
4434,1,120,1695.26,Champions
4437,92,43,531.95,Need Attention
4440,1,112,1033.31,Loyal Customers
4446,76,52,561.56,Promising Customers
4451,0,90,374.86,Loyal Customers
4453,0,127,1178.74,Loyal Customers
4454,1,126,1740.44,Champions
4455,2,86,2015.9,Champions
4459,1,134,1412.47,Champions
4460,22,22,321.98,Promising Customers
4481,1,115,445.75,Loyal Customers
4484,3,61,330.57,Potential Loyal Customers
4496,4,17,601.12,Potential Loyal Customers
4497,1,112,635.4,Loyal Customers
4499,1,136,1574.33,Champions
4500,3,44,933.22,Potential Loyal Customers
4503,25,33,590.31,Promising Customers
4513,0,259,2337.14,At Risk
4517,0,30,447.24,Potential Loyal Customers
4518,0,79,850.42,Loyal Customers
4547,52,71,485.71,Promising Customers
4549,11,66,1277.35,Champions
4552,0,174,2280.68,At Risk
4559,0,183,821.77,Loyal Customers
4570,1,103,899.56,Loyal Customers
4572,8,28,751.29,Potential Loyal Customers
4581,1,78,2119.31,Champions
4586,0,58,965.72,Potential Loyal Customers
4587,41,20,1116.27,Promising Customers
4593,9,52,1545.76,Champions
4597,1,20,431.9,Potential Loyal Customers
4600,0,158,1015.16,Loyal Customers
4603,0,56,841.58,Potential Loyal Customers
4608,2,58,1360.55,Champions
4620,1,47,822.58,Potential Loyal Customers
4622,0,132,916.81,Loyal Customers
4636,3,32,447.13,Potential Loyal Customers
4637,7,38,638.14,Potential Loyal Customers
4639,0,36,631.8,Potential Loyal Customers
4648,1,73,1126.4,Loyal Customers
4664,0,109,1051.26,Loyal Customers
4667,0,170,1664.98,At Risk
4669,1,44,1359.71,Champions
4670,2,88,1085.56,Loyal Customers
4675,1,348,3085.67,At Risk
4683,3,39,500.31,Potential Loyal Customers
4691,0,156,1595.92,At Risk
4694,2,25,211.12,Potential Loyal Customers
4696,0,103,1454.8,Champions
4703,1,51,852.07,Potential Loyal Customers
4709,0,21,140.5,Potential Loyal Customers
4711,2,87,1226.94,Loyal Customers
4715,5,41,733.08,Potential Loyal Customers
4724,8,54,318.72,Potential Loyal Customers
4725,6,70,744.35,Loyal Customers
4726,0,122,759.69,Loyal Customers
4730,41,33,407.03,Promising Customers
4740,1,79,926.94,Loyal Customers
4745,23,17,138.58,Promising Customers
4749,3,92,631.12,Loyal Customers
4754,0,98,799.76,Loyal Customers
4757,3,27,452.42,Potential Loyal Customers
4769,0,154,1476.47,At Risk
4770,1,90,732.18,Loyal Customers
4776,7,92,839.74,Loyal Customers
4781,3,29,957.45,Potential Loyal Customers
4790,17,14,408.7,Potential Loyal Customers
4794,0,36,406.67,Potential Loyal Customers
4801,41,12,199.64,Promising Customers
4804,0,271,1247.71,At Risk
4805,2,82,862.6,Loyal Customers
4806,1,28,126.54,Potential Loyal Customers
4807,1,68,829.6,Loyal Customers
4810,0,119,597.75,Loyal Customers
4812,36,78,751.23,Promising Customers
4833,4,22,384.32,Potential Loyal Customers
4836,7,31,681.89,Potential Loyal Customers
4848,3,64,591.42,Potential Loyal Customers
4857,0,111,979.81,Loyal Customers
4861,0,50,261.63,Potential Loyal Customers
4865,0,30,402.11,Potential Loyal Customers
4869,7,61,821.7,Potential Loyal Customers
4873,1,47,672.07,Potential Loyal Customers
4875,1,72,686.39,Loyal Customers
4876,0,190,607.46,Loyal Customers
4880,0,86,1293.55,Champions
4882,0,97,1069.16,Loyal Customers
4895,2,63,1008.35,Loyal Customers
4897,1,149,819.04,Loyal Customers
4900,7,51,985.63,Potential Loyal Customers
4905,2,60,1083.24,Loyal Customers
4917,2,79,869.81,Loyal Customers
4919,8,83,766.13,Loyal Customers
4922,0,45,887.91,Potential Loyal Customers
4924,1,113,963.14,Loyal Customers
4934,0,73,763.06,Loyal Customers
4941,0,154,484.65,Loyal Customers
4942,0,75,1012.73,Loyal Customers
4949,1,53,355.79,Potential Loyal Customers
4970,12,67,335.76,Potential Loyal Customers
4976,0,146,873.25,Loyal Customers
4978,6,41,840.47,Potential Loyal Customers
4984,49,50,925.42,Promising Customers
4993,0,58,637.78,Potential Loyal Customers
4994,0,159,2374.54,At Risk
5006,3,39,450.43,Potential Loyal Customers
5008,15,25,628.29,Potential Loyal Customers
5009,0,93,705.6,Loyal Customers
5011,1,69,1305.51,Champions
5013,0,76,1195.42,Champions
5025,0,53,1083.39,Potential Loyal Customers
5029,1,70,619.03,Potential Loyal Customers
5031,24,83,443.12,Loyal Customers
5036,1,30,1469.03,Champions
5044,0,45,798.25,Potential Loyal Customers
5050,8,13,221.68,Potential Loyal Customers
5053,0,96,1389.59,Champions
5055,1,48,396.86,Potential Loyal Customers
5056,0,154,1392.85,At Risk
5057,0,127,2344.46,Champions
5058,0,112,1641.05,Champions
5060,0,174,1610.37,At Risk
5066,1,47,591.58,Potential Loyal Customers
5076,0,121,1439.27,Champions
5080,1,48,863.76,Potential Loyal Customers
5081,9,28,158.77,Potential Loyal Customers
5090,0,63,1324.8,Champions
5091,1,88,1639.03,Champions
5092,2,59,584.72,Potential Loyal Customers
5093,0,165,858.73,Loyal Customers
5104,1,61,490.49,Potential Loyal Customers
5105,1,82,410.17,Loyal Customers
5107,0,108,1045.31,Loyal Customers
5110,1,218,4091.27,At Risk
5130,2,22,277.99,Potential Loyal Customers
5134,0,136,1202.15,Loyal Customers
5137,0,189,1106.03,At Risk
5146,1,44,576.71,Potential Loyal Customers
5169,3,105,1281.74,Loyal Customers
5170,0,30,353.34,Potential Loyal Customers
5175,0,62,795.89,Potential Loyal Customers
5179,7,33,898.87,Potential Loyal Customers
5185,0,220,915.32,At Risk
5189,0,60,2597.74,Champions
5198,66,26,704.13,Promising Customers
5204,1,88,693.23,Loyal Customers
5215,0,101,1082.74,Loyal Customers
5233,2,133,898.23,Loyal Customers
5234,49,64,275.76,Promising Customers
5240,3,53,870.1,Potential Loyal Customers
5242,7,13,653.86,Potential Loyal Customers
5246,1,142,743.88,Loyal Customers
5256,1,78,2900.34,Champions
5261,3,7,253.25,Potential Loyal Customers
5264,1,23,447.37,Potential Loyal Customers
5268,3,46,339.65,Potential Loyal Customers
5275,10,19,402.92,Potential Loyal Customers
5284,2,138,1489.72,Champions
5290,0,94,697.3,Loyal Customers
5296,0,102,641,Loyal Customers
5310,0,34,574.65,Potential Loyal Customers
5319,53,97,725.89,Promising Customers
5320,0,149,1522.17,At Risk
5321,33,23,891.5,Promising Customers
5328,1,111,1580.06,Champions
5330,3,50,140.94,Potential Loyal Customers
5331,1,155,1104.01,Loyal Customers
5332,1,105,955.93,Loyal Customers
5339,25,19,261.01,Promising Customers
5340,0,152,665.71,Loyal Customers
5345,2,95,455.94,Loyal Customers
5351,3,53,291.1,Potential Loyal Customers
5356,4,70,479.74,Potential Loyal Customers
5358,2,56,445.76,Potential Loyal Customers
5360,0,38,1133.99,Potential Loyal Customers
5363,3,154,1225.49,Loyal Customers
5364,10,52,916.41,Potential Loyal Customers
5365,2,57,802.48,Potential Loyal Customers
5373,1,40,196.83,Potential Loyal Customers
5377,0,192,1660.63,At Risk
5378,1,121,1948.03,Champions
5393,1,77,666.49,Loyal Customers
5399,1,70,709.09,Loyal Customers
5407,8,33,394.17,Potential Loyal Customers
5426,0,122,1253.95,Loyal Customers
5431,1,85,1060.2,Loyal Customers
5440,65,13,156.13,Promising Customers
5453,6,23,560.3,Potential Loyal Customers
5455,7,36,565.47,Potential Loyal Customers
5457,1,72,378.04,Potential Loyal Customers
5460,0,104,2134.11,Champions
5467,0,122,1228.99,Loyal Customers
5470,0,124,1229.47,Loyal Customers
5472,1,104,470.03,Loyal Customers
5485,3,55,507.06,Potential Loyal Customers
5492,14,70,397.39,Potential Loyal Customers
5498,0,27,1623.21,Champions
5501,0,181,1433.92,At Risk
5502,2,109,1179.91,Loyal Customers
5503,8,19,399.28,Potential Loyal Customers
5510,0,65,606.42,Potential Loyal Customers
5512,0,47,979.9,Potential Loyal Customers
5518,0,88,856.56,Loyal Customers
5530,0,65,614.84,Potential Loyal Customers
5533,8,58,420.16,Potential Loyal Customers
5540,0,188,485.66,Loyal Customers
5542,12,41,431.3,Potential Loyal Customers
5543,2,115,1105.65,Loyal Customers
5544,0,217,1385.95,At Risk
5550,3,65,815.29,Loyal Customers
5553,3,54,591.43,Potential Loyal Customers
5556,1,19,312.67,Potential Loyal Customers
5557,1,56,442.98,Potential Loyal Customers
5558,8,120,991.24,Loyal Customers
5561,2,105,984.89,Loyal Customers
5562,0,114,849.87,Loyal Customers
5578,0,221,732.04,At Risk
5580,4,87,1261.2,Champions
5593,0,63,500.69,Potential Loyal Customers
5596,4,96,1353.95,Champions
5601,4,82,495.85,Loyal Customers
5615,0,29,542.14,Potential Loyal Customers
5622,1,120,807.18,Loyal Customers
5625,2,74,907.08,Loyal Customers
5630,7,15,454.78,Potential Loyal Customers
5631,0,58,1341.93,Champions
5635,7,35,272.2,Potential Loyal Customers
5636,2,22,704.11,Potential Loyal Customers
5641,6,63,1565.12,Champions
5642,0,81,472.4,Loyal Customers
5647,2,130,1151.6,Loyal Customers
5664,0,101,2044.02,Champions
5665,0,33,340.54,Potential Loyal Customers
5667,1,94,631.1,Loyal Customers
5676,0,118,879.91,Loyal Customers
5679,3,57,433.68,Potential Loyal Customers
5696,1,60,1334.7,Champions
5702,1,42,676.6,Potential Loyal Customers
5703,0,74,1348.33,Champions
5704,1,109,2095.28,Champions
5706,0,62,454.13,Potential Loyal Customers
5709,3,90,838.78,Loyal Customers
5722,0,99,1263.13,Loyal Customers
5730,1,150,758.74,Loyal Customers
5731,1,114,1480.84,Champions
5754,0,54,699.86,Potential Loyal Customers
5764,0,169,1503.4,At Risk
5765,0,105,707.11,Loyal Customers
5785,4,45,343.4,Potential Loyal Customers
5799,3,21,239.77,Potential Loyal Customers
5802,10,68,737.02,Potential Loyal Customers
5806,2,91,584.11,Loyal Customers
5817,0,116,778.75,Loyal Customers
5831,0,97,812.13,Loyal Customers
5832,4,23,322.85,Potential Loyal Customers
5852,0,222,2636.2,At Risk
5858,3,33,614.61,Potential Loyal Customers
5860,0,288,1975.92,At Risk
5864,1,166,2674.16,At Risk
5868,26,50,240.62,Promising Customers
5869,1,78,378.46,Potential Loyal Customers
5871,2,54,369.35,Potential Loyal Customers
5878,1,112,773.46,Loyal Customers
5888,2,45,801.91,Potential Loyal Customers
5901,0,49,504.58,Potential Loyal Customers
5903,0,217,981.49,At Risk
5908,2,125,680.97,Loyal Customers
5920,1,58,1029.9,Loyal Customers
5927,7,21,354.46,Potential Loyal Customers
5936,7,32,504.26,Potential Loyal Customers
5942,14,19,435.82,Potential Loyal Customers
5943,5,48,385.12,Potential Loyal Customers
5944,0,85,752.97,Loyal Customers
5948,0,104,848.23,Loyal Customers
5949,1,24,378.85,Potential Loyal Customers
5950,0,34,819.36,Potential Loyal Customers
5951,4,40,766.3,Potential Loyal Customers
5956,7,44,676,Potential Loyal Customers
5965,9,25,532.36,Potential Loyal Customers
5984,4,39,1128.27,Potential Loyal Customers
5985,0,97,805.63,Loyal Customers
5986,3,63,1744.14,Champions
5989,7,34,192.73,Potential Loyal Customers
5994,7,85,945.66,Loyal Customers
5995,0,114,652.6,Loyal Customers
6000,3,21,178.27,Potential Loyal Customers
6001,1,76,1234.05,Champions
6002,0,86,1053.19,Loyal Customers
6012,0,84,454.92,Loyal Customers
6021,0,171,1282.75,At Risk
6022,15,11,80.27,Potential Loyal Customers
6024,9,32,252.02,Potential Loyal Customers
6028,3,53,484.06,Potential Loyal Customers
6032,13,43,1337.37,Champions
6040,2,49,530.49,Potential Loyal Customers
6042,0,53,966.04,Potential Loyal Customers
6043,2,11,136.03,Potential Loyal Customers
6056,3,118,1089.35,Loyal Customers
6059,11,29,953.57,Potential Loyal Customers
6063,0,345,924.18,At Risk
6067,6,85,558.21,Loyal Customers
6069,89,25,194.22,Need Attention
6070,1,77,713.32,Loyal Customers
6072,0,142,591.78,Loyal Customers
6073,3,73,491.52,Potential Loyal Customers
6074,0,35,554.29,Potential Loyal Customers
6079,0,107,1863.01,Champions
6080,1,128,1674.76,Champions
6081,3,55,1106.99,Loyal Customers
6083,0,108,947.9,Loyal Customers
6086,0,173,1843.41,At Risk
6089,1,82,861.1,Loyal Customers
6097,16,116,4448.19,At Risk
6114,0,149,935.45,Loyal Customers
6115,2,52,559.31,Potential Loyal Customers
6117,9,41,516.23,Potential Loyal Customers
6120,0,142,1561.12,At Risk
6124,7,43,1235.15,Champions
6126,0,111,868.05,Loyal Customers
6144,85,27,225.42,Need Attention
6153,5,37,1014.73,Potential Loyal Customers
6159,0,35,368.36,Potential Loyal Customers
6160,31,26,479.75,Promising Customers
6162,16,29,806.04,Potential Loyal Customers
6170,6,29,384.65,Potential Loyal Customers
6177,0,135,1469.18,Champions
6180,1,134,695.62,Loyal Customers
6189,0,92,1578.86,Champions
6197,0,101,1108.84,Loyal Customers
6220,1,60,1086.97,Loyal Customers
6229,1,50,855.66,Potential Loyal Customers
6235,3,47,396.55,Potential Loyal Customers
6237,2,34,263.54,Potential Loyal Customers
6239,2,98,675.19,Loyal Customers
6240,12,55,420.67,Potential Loyal Customers
6245,3,32,433.78,Potential Loyal Customers
6246,7,100,1288.7,Champions
6248,0,188,3940.75,At Risk
6250,3,34,540.51,Potential Loyal Customers
6251,1,41,570.77,Potential Loyal Customers
6252,6,35,875.91,Potential Loyal Customers
6254,0,152,632.32,Loyal Customers
6258,4,26,418.5,Potential Loyal Customers
6267,0,48,569.32,Potential Loyal Customers
6270,0,179,1532.24,At Risk
6292,1,63,456.08,Potential Loyal Customers
6294,6,49,540.3,Potential Loyal Customers
6299,0,124,1320.36,Loyal Customers
6305,1,54,667.22,Potential Loyal Customers
6314,4,70,2801.32,Champions
6327,19,39,665.08,Potential Loyal Customers
6330,6,134,682.08,Loyal Customers
6333,1,89,902.99,Loyal Customers
6335,69,20,378.15,Promising Customers
6340,3,46,3578.62,Champions
6344,11,107,682.53,Loyal Customers
6348,0,101,1014.49,Loyal Customers
6350,3,24,569.77,Potential Loyal Customers
6355,0,100,1148.66,Loyal Customers
6358,0,42,476.98,Potential Loyal Customers
6365,2,29,896.96,Potential Loyal Customers
6370,6,114,1537.91,Champions
6394,1,75,518.38,Loyal Customers
6395,0,98,453.65,Loyal Customers
6396,27,21,198.93,Promising Customers
6409,14,20,192.33,Potential Loyal Customers
6414,1,83,817.95,Loyal Customers
6415,2,62,918.58,Loyal Customers
6428,1,70,707.49,Loyal Customers
6432,6,22,452.95,Potential Loyal Customers
6434,1,28,877.16,Potential Loyal Customers
6441,1,77,720.96,Loyal Customers
6453,0,179,1044.71,At Risk
6454,2,74,795.35,Loyal Customers
6460,6,26,354.33,Potential Loyal Customers
6461,0,277,3491.78,At Risk
6462,2,176,832.19,Loyal Customers
6465,0,48,1220.31,Champions
6468,2,68,450.52,Potential Loyal Customers
6470,7,50,579.03,Potential Loyal Customers
6471,0,34,709.61,Potential Loyal Customers
6483,0,84,1260.59,Champions
6497,0,150,2195.36,At Risk
6506,0,108,705.97,Loyal Customers
6521,0,94,2703.97,Champions
6523,0,32,573.18,Potential Loyal Customers
6536,1,111,890.69,Loyal Customers
6537,2,62,648.05,Potential Loyal Customers
6538,0,45,936.54,Potential Loyal Customers
6540,10,25,296.86,Potential Loyal Customers
6541,0,39,1083.71,Potential Loyal Customers
6558,0,84,427.77,Loyal Customers
6562,0,198,1518.24,At Risk
6565,0,111,1764.45,Champions
6566,7,96,506.97,Loyal Customers
6569,0,126,915.44,Loyal Customers
6573,0,110,1878.72,Champions
6587,1,160,968.42,Loyal Customers
6588,2,28,420.49,Potential Loyal Customers
6590,0,83,474.88,Loyal Customers
6600,1,78,1089.9,Loyal Customers
6602,0,76,1050.98,Loyal Customers
6609,8,27,2211.59,Champions
6618,10,18,492.22,Potential Loyal Customers
6620,6,35,524.24,Potential Loyal Customers
6621,1,31,481.47,Potential Loyal Customers
6622,6,47,530.17,Potential Loyal Customers
6631,2,41,944.02,Potential Loyal Customers
6632,0,90,1912.88,Champions
6647,0,76,929.59,Loyal Customers
6654,1,41,458.43,Potential Loyal Customers
6668,3,212,2163.82,At Risk
6674,131,37,402.99,Need Attention
6680,4,55,1612.19,Champions
6695,5,112,1348.26,Champions
6701,11,74,800.25,Loyal Customers
6709,5,115,780.77,Loyal Customers
6712,4,90,719.79,Loyal Customers
6716,46,87,779.55,Promising Customers
6731,11,34,221.95,Potential Loyal Customers
6738,0,49,1204.54,Champions
6744,0,178,2778.2,At Risk
6745,36,10,178.72,Promising Customers
6748,5,39,435.47,Potential Loyal Customers
6750,19,40,391.9,Potential Loyal Customers
6751,1,52,690.01,Potential Loyal Customers
6752,10,89,607.54,Loyal Customers
6759,0,116,1982.1,Champions
6760,0,28,1854.14,Champions
6762,0,162,2063.8,At Risk
6764,15,87,633.78,Loyal Customers
6778,1,14,372.68,Potential Loyal Customers
6781,0,102,1709.86,Champions
6787,1,31,1075.44,Potential Loyal Customers
6791,19,22,261.21,Potential Loyal Customers
6795,0,153,1143.05,Loyal Customers
6797,2,82,2047.21,Champions
6798,3,87,663.14,Loyal Customers
6802,1,120,1210.41,Loyal Customers
6804,1,81,895.42,Loyal Customers
6805,5,43,441.47,Potential Loyal Customers
6806,42,16,396.03,Promising Customers
6809,13,67,506.88,Potential Loyal Customers
6811,119,62,455.46,Need Attention
6832,2,49,820.45,Potential Loyal Customers
6834,0,51,529.55,Potential Loyal Customers
6847,4,107,835.17,Loyal Customers
6848,0,172,2221.62,At Risk
6856,1,66,574.39,Potential Loyal Customers
6871,8,57,896.57,Potential Loyal Customers
6875,2,38,683.49,Potential Loyal Customers
6889,0,160,691.33,Loyal Customers
6894,3,68,405.38,Potential Loyal Customers
6899,0,81,1051.85,Loyal Customers
6904,0,307,1582.62,At Risk
6913,0,32,267.53,Potential Loyal Customers
6917,2,28,391.98,Potential Loyal Customers
6920,3,33,799.87,Potential Loyal Customers
6922,1,62,516.03,Potential Loyal Customers
6923,1,91,368.31,Loyal Customers
6924,1,197,920.92,At Risk
6937,7,48,733.59,Potential Loyal Customers
6939,3,65,896.09,Loyal Customers
6940,16,46,483.61,Potential Loyal Customers
6945,1,83,686.68,Loyal Customers
6948,2,53,493.5,Potential Loyal Customers
6950,6,24,291.45,Potential Loyal Customers
6951,4,86,2466.4,Champions
6952,2,92,1147.33,Loyal Customers
6953,6,49,303.23,Potential Loyal Customers
6954,11,18,315.21,Potential Loyal Customers
6955,7,31,520.16,Potential Loyal Customers
6967,0,33,472.67,Potential Loyal Customers
6970,6,26,272.04,Potential Loyal Customers
6981,13,49,737.46,Potential Loyal Customers
6985,6,82,766.13,Loyal Customers
6989,57,83,528.2,Promising Customers
6992,2,39,748.11,Potential Loyal Customers
7005,0,65,2417.91,Champions
7010,1,34,588.3,Potential Loyal Customers
7013,0,64,703.37,Potential Loyal Customers
7016,0,64,980.29,Loyal Customers
7017,22,33,502.26,Potential Loyal Customers
7019,8,51,318.25,Potential Loyal Customers
7032,21,31,450.45,Potential Loyal Customers
7036,85,24,194.6,Need Attention
7041,3,32,686.41,Potential Loyal Customers
7044,10,39,621.44,Potential Loyal Customers
7046,6,77,644.09,Loyal Customers
7053,43,42,485.1,Promising Customers
7061,56,37,208.38,Promising Customers
7063,6,29,329.4,Potential Loyal Customers
7064,4,84,931.77,Loyal Customers
7067,0,72,2001.06,Champions
7068,7,48,647.19,Potential Loyal Customers
7074,0,55,1077.22,Loyal Customers
7077,3,38,384.55,Potential Loyal Customers
7079,1,108,528.33,Loyal Customers
7083,7,20,1413.95,Champions
7091,6,34,404.79,Potential Loyal Customers
7093,8,25,645.4,Potential Loyal Customers
7094,5,20,448.42,Potential Loyal Customers
7104,0,143,896.16,Loyal Customers
7110,3,22,660.92,Potential Loyal Customers
7124,1,47,529.04,Potential Loyal Customers
7126,7,50,358.97,Potential Loyal Customers
7127,1,46,656.33,Potential Loyal Customers
7130,83,21,784.76,Need Attention
7131,2,97,633.75,Loyal Customers
7132,147,2,71.43,Need Attention
7135,127,10,314.91,Need Attention
7138,4,29,705.07,Potential Loyal Customers
7141,1,35,501.63,Potential Loyal Customers
7145,7,65,339.21,Potential Loyal Customers
7146,0,31,479.83,Potential Loyal Customers
7148,6,33,767.9,Potential Loyal Customers
7150,1,25,265.39,Potential Loyal Customers
7158,3,27,871.57,Potential Loyal Customers
7161,3,25,252.06,Potential Loyal Customers
7172,1,34,225.77,Potential Loyal Customers
7175,3,88,632,Loyal Customers
7191,0,66,1391.98,Champions
7199,0,94,1332.88,Champions
7210,3,30,2143.5,Champions
7219,2,67,1019.98,Loyal Customers
7250,0,90,862.86,Loyal Customers
7251,8,38,552.33,Potential Loyal Customers
7257,8,32,358.53,Potential Loyal Customers
7263,1,49,378.96,Potential Loyal Customers
7269,0,19,593.55,Potential Loyal Customers
7276,0,110,998.96,Loyal Customers
7280,4,55,720.28,Potential Loyal Customers
7289,1,38,1150.69,Potential Loyal Customers
7299,1,50,637.84,Potential Loyal Customers
7302,0,52,1298.83,Champions
7303,0,78,795.13,Loyal Customers
7307,0,166,1027.92,Loyal Customers
7314,1,78,868.6,Loyal Customers
7329,1,40,1320.63,Champions
7330,2,62,429.66,Potential Loyal Customers
7331,3,34,1100.11,Potential Loyal Customers
7334,0,38,1075.83,Potential Loyal Customers
7336,3,81,710.22,Loyal Customers
7342,0,181,1151.77,At Risk
7345,5,52,1791.58,Champions
7346,13,27,328.78,Potential Loyal Customers
7359,0,45,549.37,Potential Loyal Customers
7362,13,93,854.09,Loyal Customers
7365,71,42,535.76,Promising Customers
7368,108,34,223.53,Need Attention
7372,2,66,581.24,Potential Loyal Customers
7379,16,29,892.35,Potential Loyal Customers
7384,2,100,1076.4,Loyal Customers
7385,2,27,1982.45,Champions
7386,11,105,2196.03,Champions
7399,12,36,381.09,Potential Loyal Customers
7401,14,49,431.64,Potential Loyal Customers
7405,0,65,878.72,Loyal Customers
7406,1,57,1164.53,Champions
7407,2,33,1068.68,Potential Loyal Customers
7414,0,105,906.24,Loyal Customers
7418,1,30,769.81,Potential Loyal Customers
7422,11,26,310.9,Potential Loyal Customers
7428,4,23,533.02,Potential Loyal Customers
7433,0,20,567.57,Potential Loyal Customers
7435,0,29,529.04,Potential Loyal Customers
7436,0,52,569.09,Potential Loyal Customers
7448,0,41,550.85,Potential Loyal Customers
7454,3,40,1020.59,Potential Loyal Customers
7458,1,103,1418.84,Champions
7460,25,19,858.84,Promising Customers
7462,1,127,941.29,Loyal Customers
7470,12,42,560.75,Potential Loyal Customers
7478,6,19,283.38,Potential Loyal Customers
7479,7,50,331.45,Potential Loyal Customers
7484,1,44,300.8,Potential Loyal Customers
7494,1,59,867.8,Potential Loyal Customers
